sample,alias,SRASample,BioSample,SRAStudy,study,NCBI_taxon_ID,NCBI_taxon_name,ORFs_filenames,Assemblies_filenames
CON-033,BGI-17A,SRS294814,SAMN00791903,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,BGI-17A.scaftig.more500.corrected.break.fa.more500.more100.fa,BGI-17A.scaftig.more500.corrected.break.fa
CON-034,BGI-27A,SRS294815,SAMN00791904,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,BGI-27A.scaftig.more500.corrected.break.fa.more500.more100.fa,BGI-27A.scaftig.more500.corrected.break.fa
CON-035,BGI-33A,SRS294817,SAMN00791906,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,BGI-33A.scaftig.more500.corrected.break.fa.more500.more100.fa,BGI-33A.scaftig.more500.corrected.break.fa
CON-036,BGI-34A,SRS294818,SAMN00791907,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,BGI-34A.scaftig.more500.corrected.break.fa.more500.more100.fa,BGI-34A.scaftig.more500.corrected.break.fa
CON-037,BGI001A,SRS294819,SAMN00791908,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,BGI001A.scaftig.more500.corrected.break.fa.more500.more100.fa,BGI001A.scaftig.more500.corrected.break.fa
CON-038,BGI003A,SRS294821,SAMN00791910,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,BGI003A.scaftig.more500.corrected.break.fa.more500.more100.fa,BGI003A.scaftig.more500.corrected.break.fa
CON-039,N005A,SRS294834,SAMN00791923,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N005A.scaftig.more500.corrected.break.fa.more500.more100.fa,N005A.scaftig.more500.corrected.break.fa
CON-040,N017A,SRS294839,SAMN00791928,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N017A.scaftig.more500.corrected.break.fa.more500.more100.fa,N017A.scaftig.more500.corrected.break.fa
CON-041,N020A,SRS294840,SAMN00791929,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N020A.scaftig.more500.corrected.break.fa.more500.more100.fa,N020A.scaftig.more500.corrected.break.fa
CON-042,N021A,SRS294841,SAMN00791930,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N021A.scaftig.more500.corrected.break.fa.more500.more100.fa,N021A.scaftig.more500.corrected.break.fa
CON-043,N022A,SRS294842,SAMN00791931,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N022A.scaftig.more500.corrected.break.fa.more500.more100.fa,N022A.scaftig.more500.corrected.break.fa
CON-044,N025A,SRS294844,SAMN00791933,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N025A.scaftig.more500.corrected.break.fa.more500.more100.fa,N025A.scaftig.more500.corrected.break.fa
CON-045,N029A,SRS294848,SAMN00791937,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N029A.scaftig.more500.corrected.break.fa.more500.more100.fa,N029A.scaftig.more500.corrected.break.fa
CON-046,N031A,SRS294849,SAMN00791938,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N031A.scaftig.more500.corrected.break.fa.more500.more100.fa,N031A.scaftig.more500.corrected.break.fa
CON-047,N034A,SRS294852,SAMN00791941,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N034A.scaftig.more500.corrected.break.fa.more500.more100.fa,N034A.scaftig.more500.corrected.break.fa
CON-048,N040A,SRS294857,SAMN00791946,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N040A.scaftig.more500.corrected.break.fa.more500.more100.fa,N040A.scaftig.more500.corrected.break.fa
CON-049,N047A,SRS294862,SAMN00791951,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N047A.scaftig.more500.corrected.break.fa.more500.more100.fa,N047A.scaftig.more500.corrected.break.fa
CON-050,N051A,SRS294864,SAMN00791953,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N051A.scaftig.more500.corrected.break.fa.more500.more100.fa,N051A.scaftig.more500.corrected.break.fa
CON-051,N056A,SRS294866,SAMN00791955,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N056A.scaftig.more500.corrected.break.fa.more500.more100.fa,N056A.scaftig.more500.corrected.break.fa
CON-052,N064A,SRS294868,SAMN00791957,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N064A.scaftig.more500.corrected.break.fa.more500.more100.fa,N064A.scaftig.more500.corrected.break.fa
CON-053,N066A,SRS294869,SAMN00791958,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N066A.scaftig.more500.corrected.break.fa.more500.more100.fa,N066A.scaftig.more500.corrected.break.fa
CON-054,N074A,SRS294870,SAMN00791959,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N074A.scaftig.more500.corrected.break.fa.more500.more100.fa,N074A.scaftig.more500.corrected.break.fa
CON-055,N083A,SRS294874,SAMN00791963,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N083A.scaftig.more500.corrected.break.fa.more500.more100.fa,N083A.scaftig.more500.corrected.break.fa
CON-056,N089A,SRS294880,SAMN00791969,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N089A.scaftig.more500.corrected.break.fa.more500.more100.fa,N089A.scaftig.more500.corrected.break.fa
CON-057,SZEY-06A,SRS294883,SAMN00791972,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-06A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-06A.scaftig.more500.corrected.break.fa
CON-058,SZEY-08A,SRS294885,SAMN00791974,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-08A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-08A.scaftig.more500.corrected.break.fa
CON-059,SZEY-09A,SRS294886,SAMN00791975,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-09A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-09A.scaftig.more500.corrected.break.fa
CON-060,SZEY-10A,SRS294891,SAMN00791980,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-10A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-10A.scaftig.more500.corrected.break.fa
CON-061,SZEY-20A,SRS294892,SAMN00791981,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-20A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-20A.scaftig.more500.corrected.break.fa
CON-062,SZEY-24A,SRS294894,SAMN00791983,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-24A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-24A.scaftig.more500.corrected.break.fa
CON-063,SZEY-27A,SRS294896,SAMN00791985,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-27A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-27A.scaftig.more500.corrected.break.fa
CON-064,SZEY-29A,SRS294897,SAMN00791986,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-29A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-29A.scaftig.more500.corrected.break.fa
CON-065,SZEY-35A,SRS294899,SAMN00791988,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-35A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-35A.scaftig.more500.corrected.break.fa
CON-066,SZEY-37A,SRS294900,SAMN00791989,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-37A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-37A.scaftig.more500.corrected.break.fa
CON-067,SZEY-39A,SRS294902,SAMN00791991,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-39A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-39A.scaftig.more500.corrected.break.fa
CON-068,SZEY-40A,SRS294903,SAMN00791992,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-40A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-40A.scaftig.more500.corrected.break.fa
CON-069,SZEY-41A,SRS294904,SAMN00791993,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-41A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-41A.scaftig.more500.corrected.break.fa
CON-070,SZEY-44A,SRS294906,SAMN00791995,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-44A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-44A.scaftig.more500.corrected.break.fa
CON-071,SZEY-55A,SRS294908,SAMN00791997,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-55A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-55A.scaftig.more500.corrected.break.fa
CON-072,SZEY-59A,SRS294910,SAMN00791999,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-59A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-59A.scaftig.more500.corrected.break.fa
CON-073,SZEY-62A,SRS294912,SAMN00792001,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-62A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-62A.scaftig.more500.corrected.break.fa
CON-074,SZEY-64A,SRS294914,SAMN00792003,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-64A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-64A.scaftig.more500.corrected.break.fa
CON-075,SZEY-66A,SRS294915,SAMN00792004,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-66A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-66A.scaftig.more500.corrected.break.fa
CON-076,SZEY-74A,SRS294919,SAMN00792008,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-74A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-74A.scaftig.more500.corrected.break.fa
CON-077,SZEY-78A,SRS294921,SAMN00792010,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-78A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-78A.scaftig.more500.corrected.break.fa
CON-078,SZEY-79A,SRS294922,SAMN00792011,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-79A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-79A.scaftig.more500.corrected.break.fa
CON-079,T2D-121A,SRS294944,SAMN00792033,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-121A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-121A.scaftig.more500.corrected.break.fa
CON-080,T2D-65A,SRS295014,SAMN00792103,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-65A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-65A.scaftig.more500.corrected.break.fa
CON-081,N001A,SRS294831,SAMN00791920,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N001A.scaftig.more500.corrected.break.fa.more500.more100.fa,N001A.scaftig.more500.corrected.break.fa
CON-082,N002A,SRS294832,SAMN00791921,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N002A.scaftig.more500.corrected.break.fa.more500.more100.fa,N002A.scaftig.more500.corrected.break.fa
CON-083,N009A,SRS294836,SAMN00791925,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N009A.scaftig.more500.corrected.break.fa.more500.more100.fa,N009A.scaftig.more500.corrected.break.fa
CON-084,N011A,SRS294837,SAMN00791926,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N011A.scaftig.more500.corrected.break.fa.more500.more100.fa,N011A.scaftig.more500.corrected.break.fa
CON-085,N026A,SRS294845,SAMN00791934,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N026A.scaftig.more500.corrected.break.fa.more500.more100.fa,N026A.scaftig.more500.corrected.break.fa
CON-086,N032A,SRS294850,SAMN00791939,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N032A.scaftig.more500.corrected.break.fa.more500.more100.fa,N032A.scaftig.more500.corrected.break.fa
CON-087,N033A,SRS294851,SAMN00791940,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N033A.scaftig.more500.corrected.break.fa.more500.more100.fa,N033A.scaftig.more500.corrected.break.fa
CON-088,N035A,SRS294853,SAMN00791942,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N035A.scaftig.more500.corrected.break.fa.more500.more100.fa,N035A.scaftig.more500.corrected.break.fa
CON-089,N039A,SRS294856,SAMN00791945,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N039A.scaftig.more500.corrected.break.fa.more500.more100.fa,N039A.scaftig.more500.corrected.break.fa
CON-090,N042A,SRS294858,SAMN00791947,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N042A.scaftig.more500.corrected.break.fa.more500.more100.fa,N042A.scaftig.more500.corrected.break.fa
CON-091,N044A,SRS294860,SAMN00791949,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N044A.scaftig.more500.corrected.break.fa.more500.more100.fa,N044A.scaftig.more500.corrected.break.fa
CON-092,N049A,SRS294863,SAMN00791952,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N049A.scaftig.more500.corrected.break.fa.more500.more100.fa,N049A.scaftig.more500.corrected.break.fa
CON-093,N062A,SRS294867,SAMN00791956,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N062A.scaftig.more500.corrected.break.fa.more500.more100.fa,N062A.scaftig.more500.corrected.break.fa
CON-095,N079A,SRS294872,SAMN00791961,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N079A.scaftig.more500.corrected.break.fa.more500.more100.fa,N079A.scaftig.more500.corrected.break.fa
CON-096,N085A,SRS294876,SAMN00791965,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N085A.scaftig.more500.corrected.break.fa.more500.more100.fa,N085A.scaftig.more500.corrected.break.fa
CON-097,N086A,SRS294877,SAMN00791966,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N086A.scaftig.more500.corrected.break.fa.more500.more100.fa,N086A.scaftig.more500.corrected.break.fa
CON-098,N088A,SRS294879,SAMN00791968,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N088A.scaftig.more500.corrected.break.fa.more500.more100.fa,N088A.scaftig.more500.corrected.break.fa
CON-099,N103A,SRS294881,SAMN00791970,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,N103A.scaftig.more500.corrected.break.fa.more500.more100.fa,N103A.scaftig.more500.corrected.break.fa
CON-101,SZEY-07A,SRS294884,SAMN00791973,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-07A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-07A.scaftig.more500.corrected.break.fa
CON-104,SZEY-22A,SRS294893,SAMN00791982,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-22A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-22A.scaftig.more500.corrected.break.fa
CON-105,SZEY-30A,SRS294898,SAMN00791987,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-30A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-30A.scaftig.more500.corrected.break.fa
CON-106,SZEY-48A,SRS294907,SAMN00791996,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-48A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-48A.scaftig.more500.corrected.break.fa
CON-107,SZEY-60A,SRS294911,SAMN00792000,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,SZEY-60A.scaftig.more500.corrected.break.fa.more500.more100.fa,SZEY-60A.scaftig.more500.corrected.break.fa
DLF001,DLF001,SRS259434,SAMN00715131,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLF001.scaftig.more500.corrected.break.fa.more500.more100.fa,DLF001.scaftig.more500.corrected.break.fa
DLF002,DLF002,SRS259435,SAMN00715132,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLF002.scaftig.more500.corrected.break.fa.more500.more100.fa,DLF002.scaftig.more500.corrected.break.fa
DLF003,DLF003,SRS259436,SAMN00715133,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLF003.scaftig.more500.corrected.break.fa.more500.more100.fa,DLF003.scaftig.more500.corrected.break.fa
DLF004,DLF004,SRS259437,SAMN00715134,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLF004.scaftig.more500.corrected.break.fa.more500.more100.fa,DLF004.scaftig.more500.corrected.break.fa
DLF005,DLF005,SRS259438,SAMN00715135,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLF005.scaftig.more500.corrected.break.fa.more500.more100.fa,DLF005.scaftig.more500.corrected.break.fa
DLF006,DLF006,SRS259439,SAMN00715136,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLF006.scaftig.more500.corrected.break.fa.more500.more100.fa,DLF006.scaftig.more500.corrected.break.fa
DLF007,DLF007,SRS259440,SAMN00715137,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLF007.scaftig.more500.corrected.break.fa.more500.more100.fa,DLF007.scaftig.more500.corrected.break.fa
DLF008,DLF008,SRS259441,SAMN00715138,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLF008.scaftig.more500.corrected.break.fa.more500.more100.fa,DLF008.scaftig.more500.corrected.break.fa
DLF009,DLF009,SRS259507,SAMN00715204,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLF009.scaftig.more500.corrected.break.fa.more500.more100.fa,DLF009.scaftig.more500.corrected.break.fa
DLF010,DLF010,SRS259442,SAMN00715139,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLF010.scaftig.more500.corrected.break.fa.more500.more100.fa,DLF010.scaftig.more500.corrected.break.fa
DLF012,DLF012,SRS259508,SAMN00715205,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLF012.scaftig.more500.corrected.break.fa.more500.more100.fa,DLF012.scaftig.more500.corrected.break.fa
DLF013,DLF013,SRS259509,SAMN00715206,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLF013.scaftig.more500.corrected.break.fa.more500.more100.fa,DLF013.scaftig.more500.corrected.break.fa
DLF014,DLF014,SRS259510,SAMN00715207,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLF014.scaftig.more500.corrected.break.fa.more500.more100.fa,DLF014.scaftig.more500.corrected.break.fa
DLM001,DLM001,SRS259511,SAMN00715208,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM001.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM001.scaftig.more500.corrected.break.fa
DLM002,DLM002,SRS259443,SAMN00715140,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM002.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM002.scaftig.more500.corrected.break.fa
DLM003,DLM003,SRS259444,SAMN00715141,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM003.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM003.scaftig.more500.corrected.break.fa
DLM004,DLM004,SRS259445,SAMN00715142,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM004.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM004.scaftig.more500.corrected.break.fa
DLM005,DLM005,SRS259446,SAMN00715143,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM005.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM005.scaftig.more500.corrected.break.fa
DLM006,DLM006,SRS259447,SAMN00715144,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM006.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM006.scaftig.more500.corrected.break.fa
DLM007,DLM007,SRS259448,SAMN00715145,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM007.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM007.scaftig.more500.corrected.break.fa
